test_sentence,correct_sentence,predicted_sentence,probability,accuracy
"Poslanik koalicije Albanaca preševske doline Riza Haljimi ocenijo je za Danas da je za njega predložene deklaracija o osudi zločina nad pripadnicima srpskog i građanima Srbije neprihvatljiva, jer u njoj nisu pomenuti zločini nad civilima u opštini Preševo za vreme ratnog stanja.","Poslanik koalicije Albanaca preševske doline Riza Haljimi ocenio je za Danas da je za njega predložena deklaracija o osudi zločina nad pripadnicima srpskog naroda i građanima Srbije neprihvatljiva, jer u njoj nisu pomenuti zločini nad civilima u opštini Preševo za vreme ratnog stanja.",Poslanik koalicije Albanaca preševske doline Riza Haljimi ocenio da je za Danas da li je za njega i predložene deklaracija porodilja o osudi zločina za nad pripadnicima srpskog i građanima Srbije neprihvatljiva jer je u njoj nisu pomenuti zločini Kim civilima u opštini Preševo za vreme ratnog stanja,0.5238795280456543,87.67
"Predsednik Ivo Josipović izjavio je u utorak da nema razloga da odgovor Hrvatske na protivtužbu Srbije za genoyid ugrozi dobre medjudržavne odnos koji su, kako je istakao, u osetnom usponu, na dobrobit obeju strana.","Predsednik Ivo Josipović izjavio je u utorak da nema razloga da odgovor Hrvatske na protivtužbu Srbije za genocid ugrozi dobre medjudržavne odnose koji su, kako je istakao, u osetnom usponu, na dobrobit obeju strana.",Predsednik Ivo Josipović izjavio da je u utorak da nema razloga da odgovor Hrvatske na protivtužbu Srbije za genocid ugrozi dobre širenje međudržavne odnos koji se kako da je ka je da osetnom usponu na dobrobit obeju strana,0.5557088000433785,87.44
"Euleks ne vodi itragu kosovskog premijera Hašima Tačija, reko je zamenik šefa misije EU Andi Sparks u vezi izveštajem Dika Martija.","Euleks ne vodi istragu protiv kosovskog premijera Hašima Tačija, rekao je zamenik šefa misije EU Andi Sparks u vezi sa izveštajem Dika Martija.",Euleks ne vodi istragu kosovskog premijera Hašima Tačija reko da je zamenik šefa misije EU u parks u vezi sa izveštajem Dika Martija,0.5621405045191447,87.41
"Dragan Tomić, bivši direktor ""Kolubare"", a sadašnji zamenik direktora Elektroprivrede Srbije, danas se odazvao pozivu beogrardske policije na saslušanje u okviru istrazi o malverzacijama otkrivenim u ovom preduzeću, saznaje “Blic”.","Dragan Tomić, bivši direktor ""Kolubare"", a sadašnji zamenik direktora Elektroprivrede Srbije, danas se odazvao pozivu beogradske policije na saslušanje u okviru istrage o malverzacijama otkrivenim u ovom preduzeću, saznaje “Blic”.",Dragan Tomić bivši direktor širenje Kolubare a sadašnji zamenik direktora Elektroprivrede Srbije je danas da se u pozivu beogradske policije na saslušanje u okviru istrazi o malverzacijama otkrivenim u ovom preduzeću saznaje Blic,0.5189357697963715,87.39
"Ministar kulture Srbije Nebojša Bradić, koji boravi u trodnevnoj radnoj Belgiji, izjavio je večeras da su pretstavnici Evropske komisije izrazili veoma pozitivno stav o saradnji sa Srbijom u oblasti kulture i obrazovanja.","Ministar kulture Srbije Nebojša Bradić, koji boravi u trodnevnoj radnoj poseti Belgiji, izjavio je večeras da su predstavnici Evropske komisije izrazili veoma pozitivan stav o saradnji sa Srbijom u oblasti kulture i obrazovanja.",Ministar kulture Srbije Nebojša kažnjen Bradić koji borbu u trodnevnoj u radnoj Belgiji izjavio da je večeras da su pretstavnici Evropske komisije izrazili veoma pozitivno stav o saradnji sa Srbijom u oblasti kulture i obrazovanja,0.4926610663533211,87.39
"Euleks danas dobija politička podršku Saveta Evrope da proširi svoju istrazu o trgovini organima i na Hašima Tačija, aktuelnog premijer Kosova.","Euleks danas dobija političku podršku Saveta Evrope da proširi svoju istragu o trgovini organima i na Hašima Tačija, aktuelnog premijera Kosova.",Euleks je danas dobija politička podršku Saveta za Evrope da proširi svoju istrazi o trgovini brojnim organima i na Hašima Tačija aktuelnog premijer Kosova,0.4873032073179881,87.1
"Austriska policija je međunardn poternicu za 25-godišnjim Srbinom Milosavom Maletićem, osumljičenim za ubistvo deteta.","Austrijska policija raspisala je međunarodnu poternicu za 25-godišnjim Srbinom Milosavom Maletićem, osumnjičenim za ubistvo deteta.",Lustrika policija je međunarodne u poternicu za 25-godišnjim Srbinom Milosavom Maletićem osumnjičenim za ubistvo deteta,0.8763281106948853,87.02
"Najmnje 44 osobe su poginula, a više od 600 ljudi je nestalo u poplavama i klizištima u severnim brazilskim Alagoas i Pernambuko, javila je agencija Rojters.","Najmanje 44 osobe su poginule, a više od 600 ljudi je nestalo u poplavama i klizištima u severnim brazilskim državama Alagoas i Pernambuko, javila je agencija Rojters.",Vajanje 44 osobe su poginula a više od 600 ljudi je na je u poplavama i klizištima u severnim brazilskim Alagoajs i Pernambuko javila je agencija Rojters,0.6912103295326233,86.83
"Podpretsednik Vlade Srbije Jovan Krkobabić izjavio je večeraas da je u ovom trenutak nepotrbno vršiti rekonstrukciju Vlade, ali da će on prihvatiti takvo ukoliko svi koalicione partneri postignu dogovor oko tog pitanja.","Potpredsednik Vlade Srbije Jovan Krkobabić izjavio je večeras da je u ovom trenutku nepotrebno vršiti rekonstrukciju Vlade, ali da će on prihvatiti takvo rešenje ukoliko svi koalicioni partneri postignu dogovor oko tog pitanja.",Podpredsednik Vlade Srbije Jovan Krkobabić izjavio da je večeras da li je u ovom trenutak nepotrebno vršiti rekonstrukciju Vlade dale da li će on prihvatiti takvo je ukoliko svi koalicione u postignu dogovor oko tog pitanja,0.5657563507556915,86.78
"Medjunarodni dan nestalih, 30. avgust, obeležavo se sutra, a prema podacima Medjunarodno komiteta Crvenog, nakon ratova u bivšim Jugoslaviji još se traga za 14.790 ljudi.","Medjunarodni dan nestalih, 30. avgust, obeležava se sutra, a prema podacima Medjunarodnog komiteta Crvenog krsta, nakon ratova u bivšoj Jugoslaviji još se traga za 14.790 ljudi.",Međunarodni dan nestalih 30 avgust obeležavao se sutra a prema podacima međunarodno komiteta Crvenog nakon ratova ka bivšim Jugoslaviji još se traga za 14790 ljudi,0.4157826006412506,86.44
"Izbore treba raspisati tek kad dobijemo status kandidata za članstvo u EU, rekao je predsednik Demokratske stranke Boris Tadić na subotnjoj sednici Glavnog odbora ove stranke.","Izbore treba raspisati tek kad dobijemo status kandidata za članstvo u EU, rekao je predsednik Demokratske stranke Boris Tadić na subotnjoj sednici Glavnog odbora ove stranke.",Izbore treba da raspisati tek kad dobijemo status kandidata za članstvo u EU rekao da je predsednik Demokratske stranke Odbojkašice Boris Ilić Tadić u subotnjoj sednici Glavnog odbora ove stranke,0.5743881404399872,86.15
"Predsednik Srbije Boris Tadić danas je u Kraljevu, gde je obišao radove na sanaciji klizšta na obali Ibra na gradskom keju, kazao da će deo novac od prodaje Telekoma biti namenjen vodoprivredi.","Predsednik Srbije Boris Tadić danas je u Kraljevu, gde je obišao radove na sanaciji klizišta na obali Ibra na gradskom keju, kazao da će deo novca od prodaje Telekoma biti namenjen vodoprivredi.",Predsednik Srbije Boris Ilić Tadić je danas da je u Kraljevu gde je obišao radove na sanaciji klizišta u obali Ibra na gradskom keju je ka je da li de deo novac od prodaje Telekoma biti namenjen u vodoprivredi,0.6834699064493179,86.12
Osam osoba privedeno je na graničnu prijelazu Horgoš po pvratku iz Đenove saopštile je Ministarstvo poslova Srbije.,Osam osoba privedeno je na graničnom prijelazu Horgoš po povratku iz Đenove saopštilo je Ministarstvo unutrašnjih poslova Srbije.,Osam osoba privedeno je u graničnu prijelazu Horgoš po povratku iz Đenove saopštile je Ministarstvo poslova Srbije,0.617806077003479,86.05
U Savetu bezbednosti Ujedinjenih nacije počela je sednica na kojoj će biti razmtren redovni šestomesečni o radu Haškog suda i saradnji Srbije i drugih zemalja regiona sa tim sudom.,U Savetu bezbednosti Ujedinjenih nacija počela je sednica na kojoj će biti razmotren redovni šestomesečni izveštaj o radu Haškog suda i saradnji Srbije i drugih zemalja regiona sa tim sudom.,U Savetu bezbednosti Ujedinjenih njegova nacije počela je sednica u kojoj da će biti razmotren redovni šestomesečni o radu Haškog suda i saradnji Srbije i drugih zemalja regiona sa tim sa sudom,0.5809240564703941,86.01
"Predajom zahteva Vladi Srbije, Ministarstvu prosvete i nauke, i pisma pretsedniku Borisu Tadću, sindikati javnih službi i državnih organa, predvodjeni prosvetnim, okončali su višečasovni protest u Beogradu, ali će štrajk u školama, prema najavama prosvetara, od ponedeljka biti nastavljen.","Predajom zahteva Vladi Srbije, Ministarstvu prosvete i nauke, i pisma predsedniku Borisu Tadću, sindikati javnih službi i državnih organa, predvodjeni prosvetnim radnicima, okončali su višečasovni protest u Beogradu, ali će štrajk u školama, prema najavama prosvetara, od ponedeljka biti nastavljen.",Predajom zahteva Vladi u Ministarstvu prosvete i nauke i pisma pretsednik Borisu Tadu sindikati javnih na službi i lider državnih organa predvojeni prosvetnim okončali su višečasovni protest u Beogradu Za da će štrajk u školama prema najavama prosvetara od ponedeljka biti nastavljen,0.5544066727161407,85.95
Predsednik Nacionalnog saveta za saradnju sa Haškim sudom Rasim Ljajić izjavio je da niko ne raspolaže informacijama gde se nalazi haški optuženik Ratko Mladić.,Predsednik Nacionalnog saveta za saradnju sa Haškim sudom Rasim Ljajić izjavio je da niko ne raspolaže informacijama gde se nalazi haški optuženik Ratko Mladić.,Predsednik Nacionalnog saveta za saradnju sa Haškim proteklom sudom Rasim je Ljajić izjavio da je Arkas da je niko ne raspolaže informacijama gde se nalazi haški optuženik Ratko Mladić,0.47142915725708007,85.87
"Umesto da živi kako dolikue, Danka Stajković (76) iz Zaječara, snaja bivšem industrijalca i unuke Nikole Pašića, dovija se da bi preživela.","Umesto da živi kako dolikuje, Danka Stajković (76) iz Zaječara, snaja bivšeg industrijalca i unuke Nikole Pašića, dovija se da bi preživela.",Umesto da ide kako Polikue Danka Stajković 76 iz Zaječara snaja bivšem industrijalca i unuke Nikole za Pašića da će se da bi preživela,0.5423526540398598,85.71
"Predsednik Srbije Boris Tadić razgovarao je danas s predstavnicima poslovnog udruženja ""Odbor nemačke privrede za istok"" koji su mu predočili da nemačkih kompanije pokazuju veliko interesovavanje za prisustvo na tržištima Jugoistočne Evrope, pogotovo Srbije.","Predsednik Srbije Boris Tadić razgovarao je danas s predstavnicima poslovnog udruženja ""Odbor nemačke privrede za istok"" koji su mu predočili da nemačke kompanije pokazuju veliko interesovanje za prisustvo na tržištima Jugoistočne Evrope, pogotovo Srbije.",Predsednik Srbije Boris Ilić Tadić razgovarao je danas s predstavnicima poslovnog udruženja Odbor nemačke privrede za istok koji se mu robe da nemačkih njegova kompanije pokazuju veliko da potrebe za prisustvo na tržištima Jugoistočne Evrope pogotovo Srbije,0.5593939224878947,85.6
Od 23. februara do 3. marta u Sporckom i poslovnom centru Vojvodina biće održan Peti prolećnih međunarodni sajam knjiga.,Od 23. februara do 3. marta u Sportskom i poslovnom centru Vojvodina biće održan Peti prolećni međunarodni sajam knjiga.,Od 23 februara do 3 marta u uporkom i poslovnom centru Vojvodina biće održan državljanin Peti prolećnih međunarodni sajam knjiga,0.6096873879432678,85.16
"Narodna biblioteka Srbije i Fond Dr Zoran Đinđić objavili su novo knjige Zorana Đinđića „Jesen dijalektike“, kao drugu po redu u ciklasu knjigu Izabranih delo ubijenog srpskog premijera.","Narodna biblioteka Srbije i Fond Dr Zoran Đinđić objavili su novo izdanje knjige Zorana Đinđića „Jesen dijalektike“, kao drugu po redu u ciklusu knjigu Izabranih dela ubijenog srpskog premijera.",Narodna biblioteka Srbije i Fond Dr Zoran Đinđić objavili su novo knjige Zorana Đinđića Jesen dijalektike u drugu po da rade u Niklasu knjigu bande delo ubijenog srpskog premijera,0.7372225224971771,85.05
"Ministar poslova Vuk Jeremić izjavio je danas, na Trećem forumu alijanse rivilizacija UN u Rio de Žaneiru da interkulturalni dialog za Srbiju predstavlja prioritet i da je pomirenje jedini da se razbije krug mržnje i nasilja koji pogađa ovaj region.","Ministar spoljnih poslova Vuk Jeremić izjavio je danas, na Trećem forumu alijanse civilizacija UN u Rio de Žaneiru da interkulturalni dijalog za Srbiju predstavlja prioritet i da je pomirenje jedini način da se razbije krug mržnje i nasilja koji pogađa ovaj region.",Ministar poslova Odbojkašice Vuk Jeremić izjavio da je danas u Trećem forumu alijanse civilizacija UN u Rio de Žaneiru da interkulturalni dijalog za Srbiju predstavlja prioritet i da li je pomirenje jedini da će se razbije krug mržnje i nasilja koji gde region,0.6391496161619822,84.15
"Vlada priprema program za podsticanje razvoja manje razvijenih područja u Srbiji, vredan 100 miliona evra, rekao je potpretsednik Vlade Srbije i ministar i regionalnog razvoja Mlađan Dinkić na sastanku Poslovnog saveta u Palati Srbija.","Vlada priprema program za podsticanje razvoja manje razvijenih područja u Srbiji, vredan 100 miliona evra, rekao je potpredsednik Vlade Srbije i ministar ekonomije i regionalnog razvoja Mlađan Dinkić na sastanku Poslovnog saveta u Palati Srbija.",Vlada Odbojkašice priprema program za kampanje podsticanje razvoja manje razvijenih područja u Srbiji vredan 100 dva miliona evra rekao da je potpresednik Vlade Srbije i ministar i regionalnog razvoja Mlađan Dinkić na sastanku Poslovnog saveta u Palati Srbija,0.610433541238308,83.78
"Srbija i Grčka su istorijski partneri i prijatelji, a to će i ostati, izjavio sinoć predsednik Srbije Boris Tadić posle razgovara s premijerom Grčke Jorgosom Papandreuom i zahvalio mu na podrški koju pruža Srbiji u integracijama.","Srbija i Grčka su istorijski partneri i prijatelji, a to će i ostati, izjavio sinoć predsednik Srbije Boris Tadić posle razgovora s premijerom Grčke Jorgosom Papandreuom i zahvalio mu na podršci koju pruža Srbiji u evropskim integracijama.",Srbija i Grčka su istorijski partneri i prijatelji a to će i ostati model izjavio ne predsednik Srbije Boris Ilić Tadić posle razgovara sa premijerom Grčke Jorgosom Papandreouom i zahvalio je de na podrški koju u Srbiji u integracijama,0.5957739523478917,83.26
Bivši reprezentativac Srbije Duško Tošić povredijo je koleno na treningu Crvene zvezde i propuztiće mini pripreme na Crnogorskom primorju.,Bivši reprezentativac Srbije Duško Tošić povredio je koleno na treningu Crvene zvezde i propustiće mini pripreme na Crnogorskom primorju.,Bivši reprezentativac Srbije Duško Tošić je da je koleno na treningu Crvene zvezde i proputiće mini pripreme u primorju,0.6369967659314474,83.21
Ministar poslova Srbije Vuk Jeremić izjavijo je danas u Briselu da nije čuo od evropske komesara za proširenae Štefana Filea da se pred Zrbiju postavljaju novi za pridružavanje Evropskoj uniji u vidu Kosova.,Ministar spoljnih poslova Srbije Vuk Jeremić izjavio je danas u Briselu da nije čuo od evropskog komesara za proširenje Štefana Filea da se pred Srbiju postavljaju novi uslovi za pridruživanje Evropskoj uniji u vidu priznanja Kosova.,Ministar poslova Srbije Vuk Jeremić izjavio je danas u Briselu i da nije čuo od evropske komesara za proširenje Štefana Filea da će se pred Srbiju postavljaju novi za pridruživanje u Evropskoj uniji pa Kosova,0.612989866733551,82.83
"Predsjednik Vlade Republike Srpske Aleksandar Džombić izjavio je da su se kolektiv, koje je danas posjetijo u Prijedoru, uspjeli prilagoditi tržištu nakon krize, da u poslovanju nemaju većih problema i da nisu niti će otpuštati radnike.","Predsjednik Vlade Republike Srpske Aleksandar Džombić izjavio je da su se kolektivi, koje je danas posjetio u Prijedoru, uspjeli prilagoditi tržištu nakon krize, da u poslovanju nemaju većih problema i da nisu niti će otpuštati radnike.",Predsjednik Vlade Republike Srpske kakav Džombić izjavio da je Arkas da li će se kolektiv koje je danas posjetilo je u Prijedoru uspjeli u tržištu nakon krize da u poslovanju nemaju većih problema i da nisu niti će otpuštati radnike,0.6506655216217041,82.63
"Ministar odbrane Dragan Šutanovac izjavio je da je Beograd zaustavio svaku vrsta vojno-ekonomske saradnje sa Libijom, na oznovu odluke Ujedinjenih nacija.","Ministar odbrane Dragan Šutanovac izjavio je da je Beograd zaustavio svaku vrstu vojno-ekonomske saradnje sa Libijom, na osnovu odluke Ujedinjenih nacija.",Ministar odbrane Dragan počinilac Šutanovac izjavio da je Arkas da li je Beograd zaustavio je svaku vrsta vojnoekonomske saradnje sa Libijom na ozonovu odluke Ujedinjenih nacija,0.5139910876750946,82.49
"Ministar unutrašnje poslova Srbije Ivica Dačić ocenio je da bi izbori mogla da budu raspisani ""i sutra"", ali da mora da se zna red u izborni ciklusima.","Ministar unutrašnjih poslova Srbije Ivica Dačić ocenio je da bi izbori mogli da budu raspisani ""i sutra"", ali da mora da se zna red u izbornim ciklusima.",Ministar unutrašnje poslova Srbije Ivica suda Dačić je ocenio da je Arkas da bi izbori mogla da budu raspisani i sutra ali i da mora da će se zna red u izborni ciklusima,0.5374791870514551,82.25
Zamenik premijera i ministar unutrašnjih poslova Ivica Dačić izjavijo je da su MUP i policija u 2010. godini ispunila sve Ustavom i zakonom predvidjene zadatke.,Zamenik premijera i ministar unutrašnjih poslova Ivica Dačić izjavio je da su MUP i policija u 2010. godini ispunili sve Ustavom i zakonom predvidjene zadatke.,Zamenik premijera i ministar unutrašnjih poslova Odbojkašice Ivica suda Dačić je Za je Arkas da su MUP i policija u 2010 godini ispunila sve Ustavom i zakonom previjene zadatke,0.5798907458782196,80.68
"Generalni sekretar NATO-a Anders Fog Rasmusen rekao je da se bezbednosna situacije popravlja, i da će Kfor ostati na Kosovo koliko god to bilo potrebno.","Generalni sekretar NATO-a Anders Fog Rasmusen rekao je da se bezbednosna situacija popravlja, i da će Kfor ostati na Kosovu koliko god to bilo potrebno.",Generalni sekretar Nada Anders Fog Rasmusen rekao da je Arkas da će se bezbednosna situacije popravlja de da li de Kfor ostati na Kosovo je koliko gde to je bilo potrebno,0.5976372927427291,80.0
"Četvorica lažna policajaca oduzeli su jdnom Nišliji mobilni ajfon, 700 evara, 5.000 dinara, ručni sat „fosil“ i novčanik sa kartica banaka na Beograd–Niš.","Četvorica lažnih policajaca oduzeli su jednom Nišliji mobilni telefon ajfon, 700 evra, 5.000 dinara, ručni sat „fosil“ i novčanik sa karticama banaka na autoputu Beograd–Niš.",Četvorica lažna policajaca oduzeli u jodnom Nišliji mobilni ajfon 700 vara 5000 dinara ručni sat fosil i novčanik sa kartica banaka na Beogradi,0.6260325312614441,79.89
"Više novinarskih i mediskih zatražilo je danas od države da zabrani rad i delovanje ekstremistička, klerofašističkih, neonacističkih i rasističkih grupa u Srbiji.","Više novinarskih i medijskih udruženja zatražilo je danas od države da zabrani rad i delovanje ekstremističkih, klerofašističkih, neonacističkih i rasističkih grupa u Srbiji.",Više novinarskih i medinskih zatražilo je danas od države da zabrani rad i delovanje ekstremistička i neonacističkih i lider rasističkih grupa u Srbiji,0.6586041748523712,79.89
"Oliver Dulić, ordoped po profesiji, danas je ministar sredine i prostornu planiranja koji valja kompjutere.","Oliver Dulić, ortoped po profesiji, danas je ministar životne sredine i prostornog planiranja koji valja kompjutere.",Oliver Dulić ortoped po da robe danas da je ministar sredine i prostornu planiranja koji valja kompjutere,0.7434537808100382,79.31
Vlada Srbije donela je odlka da se obustavi uvoz vakcina za novog gripa.,Vlada Srbije donela je odluku da se obustavi uvoz vakcina protiv novog gripa.,Vlada Srbije donela je Drukas da li će obustavi uvoz vakcina za novog gripa,0.6187100410461426,79.22
"Policjac, pljočkaš i slučajn ranjeni u razmjeni vatre potjere poslije pljake banke u beogradskom Braće Jerković, javlja B92.","Policajac, pljačkaš i slučajni prolaznik ranjeni u razmjeni vatre prilikom potjere poslije pljačke banke u beogradskom naselju Braće Jerković, javlja B92.",Polojac pljačkaš i slučajni su ranjeni u razmjeni vatre potjere poslije šljake banke u beogradskom Braće Jerković javlja B92,0.4040786921977997,77.92
Jeremić je to rekao komentarisajući pitanje demarkacije između Crne Gore i Kosova koje prištinske vlasti.,Jeremić je to rekao komentarišući pitanje demarkacije granice između Crne Gore i Kosova koje traže prištinske vlasti.,Jeremić učlanio je to rekao koventrirajući pitanje demarkacije između Crne Gore i Kosova koje prištinske vlasti,0.6141204833984375,76.07
"Pretsednik južna Sudana Salva Kir je referendum na kajem pravo glasa ima oko četiri ljudi nazvao ""istorijzkim trenutkom"".","Predsednik južnog Sudana Salva Kir je referendum na kojem pravo glasa ima oko četiri miliona ljudi nazvao ""istorijskim trenutkom"".",Pretsednik južna Sudana Salva Kir je referendum na kajem je pravo glasa ima oko četiri ljudi u trenutkom,0.7401991486549377,72.31
