test_sentence,correct_sentence,predicted_sentence,probability,accuracy
"Vlada priprema program za podsticanje razvoja manje razvijenih područja u Srbiji, vredan 100 miliona evra, rekao je potpretsednik Vlade Srbije i ministar ekonomije i regionalnog razvoja Mlađan Dinkić na sastanku Poslovnog saveta u Palati Srbija.","Vlada priprema program za podsticanje razvoja manje razvijenih područja u Srbiji, vredan 100 miliona evra, rekao je potpredsednik Vlade Srbije i ministar ekonomije i regionalnog razvoja Mlađan Dinkić na sastanku Poslovnog saveta u Palati Srbija.",Vlada priprema program za podsticanje razvoja manje navedenih područja u Srbiji vredan CT miliona evra rekao je potpredsednik Vlade Srbije i ministar ekonomije i regionalnog razvoja Mlađana Dinkić na sastanka Poslovnog saveta u Palati Srbija,0.33749858736991883,95.1
"Moguće da neko ima političke pretenzije da utiče na Srpsku pravoslavnu crakvu, ali je nemoguće uticati na odluke koje ponosi Sveti arhijerejski zabor, pogotovo kada je u pitanju izbor srpskog patrijarha, rekao ministar vera Bogoljub Šijaković.","Moguće da neko ima političke pretenzije da utiče na Srpsku pravoslavnu crkvu, ali je nemoguće uticati na odluke koje donosi Sveti arhijerejski sabor, pogotovo kada je u pitanju izbor srpskog patrijarha, rekao ministar vera Bogoljub Šijaković.",Moguće da neko ima političke pretenzije da utiče na Srpsku pravoslavne crkvu ali je nemoguće uticati na odluke koje ponosi Sveti arhijerejski zaboh pogotka kada je u pitanju izbor srpskog patrijarha rekao ministara vera Bogoljub Šijaković,0.3281984130541484,95.04
"Supruga general Ratka Mladića, Bosiljka izjavila je na današnjem suđenje u Beogradu da oružje i municija koji su pronađeni u njenom stan pripadaju suprugu, za koga je uvjerena da nije živ, jer bi u suprotnom našao način da se javi porodici.","Supruga generala Ratka Mladića, Bosiljka izjavila je na današnjem suđenju u Beogradu da oružje i municija koji su pronađeni u njenom stanu pripadaju suprugu, za koga je uvjerena da nije živ, jer bi u suprotnom našao način da se javi porodici.",Supruga general Ratka Mladića Bosiljka izjavila je na današnjem suđenje u Beogradu da oružje i municija koji su pronađeni u njenom stan pripada suprugu za koga je uverenja da nije živ je bi u suprotnom našao način da se javi porodici,0.35415870944658917,95.04
"Priznanje Kosovo neće biti postavljeno kao uslov Srbiji za ulazak u Evropsku uniju, izjavio ambasador Poljske u Beogradu Andžej Jasionovski.","Priznanje Kosova neće biti postavljeno kao uslov Srbiji za ulazak u Evropsku uniju, izjavio ambasador Poljske u Beogradu Andžej Jasionovski.",Priznanje Kosova neće biti postavljeno kao uslov Srbiji za ulazak u Evropsku uniju izjavio ambasadora Poljske u Beogradu Andže zabiokovski,0.3248137980699539,95.0
Ponegde je moguća kratktrjna kiša uglavnom u centralnim i istočnim predeli.,Ponegde je moguća kratkotrajna kiša uglavnom u centralnim i istočnim predelima.,Ponegde je moguće kratkotrajna kiša uglavnom u centralnim i istočnim predeli,0.3349994421005249,94.94
"Nova Srbija počeće u ponedeljak zvanični pregovore sa Srpskom naprednom strankom o pripremi za vanredne parlamentarnih izbore i daljim potezima opozicija, odlučeno je danas na sednici predsedništva NS održanoj u Čačku.","Nova Srbija počeće u ponedeljak zvanične pregovore sa Srpskom naprednom strankom o pripremi za vanredne parlamentarne izbore i daljim potezima opozicije, odlučeno je danas na sednici predsedništva NS održanoj u Čačku.",Nova Srbija počeće u ponedeljak zvanični pregovore sa Srpskom naprednom strankom o priprema za vanredne parlamentarnih izbore i daljim potresima opozicija odlučno je dana na sednici predsedništva NS održanoj u Čačku,0.3294697403907776,94.93
"Predsednik Srbije Boris Tadić razgovarao je danas s predstavnicima poslovnog udruženja ""Odbor nemačke privrede za istok"" koji su mu predočili da nemačkih kompanije pokazuju veliko interesovavanje za prisustvo na tržištima Jugoistočne Evrope, pogotovo Srbije.","Predsednik Srbije Boris Tadić razgovarao je danas s predstavnicima poslovnog udruženja ""Odbor nemačke privrede za istok"" koji su mu predočili da nemačke kompanije pokazuju veliko interesovanje za prisustvo na tržištima Jugoistočne Evrope, pogotovo Srbije.",Predsednik Srbije Boris Tadić razgovarao je danas s predstavnicima poslovne udruženja Odbora nemačke privrede za istok koji su mu predočili da nemačkih kompanije pokazuju veliko interesovanje za prisustvo na tržištima jugoistočne Evrope pogotka Srbije,0.34308260679244995,94.9
Bivši reprezentativac Srbije Duško Tošić povredijo je koleno na treningu Crvene zvezde i propuztiće mini pripreme na Crnogorskom primorju.,Bivši reprezentativac Srbije Duško Tošić povredio je koleno na treningu Crvene zvezde i propustiće mini pripreme na Crnogorskom primorju.,Bivši reprezentativac Srbije Duško Tošić povredio je kolega na trećina Crvene zvezde i proputiće mini pripreme na Crnogorskom primorju,0.44605525334676105,94.89
"Kiparska policija potvrdila je danas da je pronađeno telo bivšeg kiparski predsednika Tasosa Papadopulosa, koje je sa groblja blizu Nikozije ukradeno u decembru prošlo godine.","Kiparska policija potvrdila je danas da je pronađeno telo bivšeg kiparskog predsednika Tasosa Papadopulosa, koje je sa groblja blizu Nikozije ukradeno u decembru prošle godine.",Kiparska policija potvrdila je dana da je pronađeno tela bivšeg kiparskog predsednika Tasosa Papadopulosa koje je sa groblja ulica Nikozije ukradeno U decembru prošlo godine,0.34220475554466245,94.89
"Na naslovnim stranama današnjih izdanja beograckih dnevnih listova najviše pažnje je posvećeno sedmogodišnjici ubistva premijer Srbije Zorana Đinđića, hapšenju Simeona Vilovskog i odluci suda u Velikoj Britaniji da nekadašnji član ratnog Predsedništva BiH Ejup Ganić bude pušten iz pritvora.","Na naslovnim stranama današnjih izdanja beogradskih dnevnih listova najviše pažnje je posvećeno sedmogodišnjici ubistva premijera Srbije Zorana Đinđića, hapšenju Simeona Vilovskog i odluci suda u Velikoj Britaniji da nekadašnji član ratnog Predsedništva BiH Ejup Ganić bude pušten iz pritvora.",Na poslovnim stranama današnjih izdanja beogradskih dnevnih listova najviše pažnja je posvećeno dvogodišnja ubistva premijera Srbije Zorana Đinđića hapšenja Simeona Vilovskog i odluci suda u Velikoj Britaniji da nekadašnji član ratnog Predsedništva BiH Ejup Ganića bude putem iz pritvora,0.33806703771863666,94.88
"Izgradnju nove rafinerie nafte vodiće država, kaže Dulić i dodaje da Srpija neće dozvliti prljave tehnologije i zagađenje životne sredine, ali i da želi velike invasticije.","Izgradnju nove rafinerije nafte vodiće država, kaže Dulić i dodaje da Srbija neće dozvoliti prljave tehnologije i zagađenje životne sredine, ali i da želi velike investicije.",Izgradnju nove rafinerije nafte vodiće država kaže Dulić i dodje da unija neće dozvolila prljave tehnologije i zagađenje životne sredine ali i da želi velike investicije,0.32553141315778095,94.83
"Ministar unutrašnje poslova Srbije Ivica Dačić ocenio je da bi izbori mogla da budu raspisani ""i sutra"", ali da mora da se zna red u izborni ciklusima.","Ministar unutrašnjih poslova Srbije Ivica Dačić ocenio je da bi izbori mogli da budu raspisani ""i sutra"", ali da mora da se zna red u izbornim ciklusima.",Ministar unutrašnje poslova Srbije Ivica Dačić ocenio je da bi izbori mogla da budu raspisani i sutra ali da mora da se zna red u izborni ciklusima,0.0,94.77
"Srbija je apsolutno odlučna da pokaže da je jača od svakog kriminalac i kriminalca i da je ključnih faktor bezbednosti u regionu i EU, rekao je predsednik Srbije Boris Tadić.","Srbija je apsolutno odlučna da pokaže da je jača od svakog kriminala i kriminalca i da je ključni faktor bezbednosti u regionu i EU, rekao je predsednik Srbije Boris Tadić.",Srbija je pobuna odlučna da pokaže da je jača od svakog kriminalac i kriminalca i da je ključnih faktor bezbednosti u regionu i EU rekao je predsednik Srbije Boris Tadić,0.3349994421005249,94.77
"Posle uzimanja izjave policija u Beranama pustila na slobodu Draška Vukovića, osumljičenog da je kao član klan Darka Šarića učestvovao u švercu više od dve tone kokaina.","Posle uzimanja izjave policija u Beranama pustila na slobodu Draška Vukovića, osumnjičenog da je kao član klana Darka Šarića učestvovao u švercu više od dve tone kokaina.",Posle uzimanja izjave policija U Beranama postala na sloboda Draška Sokovića osumnjičenog da je kao član klana Darka Šarića učestvovao U švercu više od dve tone kokaina,0.36267327268918353,94.71
"Ministarstvo spoljne poslova, u saradnji sa JAT-om, danas će poslati još jedan avijon u Tunis, kojim bi trebalo da se u Srbiju vrati druga grupa turisti koja juče nije bila spremna da se vrati u zemlju, kao i radnici iz Srbije.","Ministarstvo spoljnih poslova, u saradnji sa JAT-om, danas će poslati još jedan avion u Tunis, kojim bi trebalo da se u Srbiju vrati druga grupa turista koja juče nije bila spremna da se vrati u zemlju, kao i radnici iz Srbije.",Ministarstvo spoljne poslova u saradnji sa SAJ-em danas će poslati još jedan avion U Tunis kojim bi trebalo da se u Srbiju vrati druga grupa turisti koja juče nije bila spremna da se vrati u zemlju kao i radnici iz Srbije,0.41062331199645996,94.71
"Sašlušanje Ratka Mladića biće nastavljeno najverovatnije oko podne, a u tokom jutra u zgradu Specijalnog suda ušli su supruga i sin optuženog generala.","Sašlušanje Ratka Mladića biće nastavljeno najverovatnije oko podne, a u tokom jutra u zgradu Specijalnog suda ušli su supruga i sin optuženog generala.",saslušanje Ratka Mladića biće nastavljenoj najverovatnije ka podne a u tokom jutra u zgradu Specijalnog suda ušli sa supruga i sin optuženog generala,0.33194008469581604,94.7
"Službenici Policijske upravih u Novom Sadu lišili su slobode Ivana Markovića (1969) iz Novog Sada zbog osnovane sumlje da je izvršio umistvo u pokušaju glumca Borisa Isakovića, kao i krivično delo nedozvoljena proizvodnja, držanje, nošenje i promet oružja i eksplozivne materija.","Službenici Policijske uprave u Novom Sadu lišili su slobode Ivana Markovića (1969) iz Novog Sada zbog osnovane sumnje da je izvršio ubistvo u pokušaju glumca Borisa Isakovića, kao i krivično delo nedozvoljena proizvodnja, držanje, nošenje i promet oružja i eksplozivnih materija.",Službenici Policijske upravih u Novom Sadu lišili su slobode Ivana Markovića 1969 iza Novog Sada zbog osnovane sumnje da je izvršio ubistvo U pokušaju glumca Borisa Isakovića kao i krivično delo nedozvoljeno proizvodnja držanje nošenje i promena oružja i eksplozivna materija,0.33687591552734375,94.62
"Beogradsko Više javno tužilaštvo podnelo je Višem sudu predlog zar dopunu istrage u predmetu protiv Svetlane Ražnatović, osumnjičene da je dok se nalazila na čelu FK Obilić zloupotrebila službeni položaj.","Beogradsko Više javno tužilaštvo podnelo je Višem sudu predlog za dopunu istrage u predmetu protiv Svetlane Ražnatović, osumnjičene da je dok se nalazila na čelu FK Obilić zloupotrebila službeni položaj.",Beogradsko Više javno tužilaštvo podnela je Višem suda predlog zar dopunu istrage u predmetu protiv Svetlane Simatovića osumnjičene da je dok se nalazila na čega FK Obilić zloupotrebila službeni položaj,0.36036765575408936,94.58
Osam osoba privedeno je na graničnu prijelazu Horgoš po pvratku iz Đenove saopštile je Ministarstvo unutrašnjih poslova Srbije.,Osam osoba privedeno je na graničnom prijelazu Horgoš po povratku iz Đenove saopštilo je Ministarstvo unutrašnjih poslova Srbije.,Osam osoba privedeno je na graničnu prijelazu Horgoš po povratka iz Đenovi saopštile je Ministarstva unutrašnjih poslova Srbije,0.38999683658281964,94.57
"Rok za izdavanje novih ličnih dokumenta trebalo bi da bude produžen, kao i rok za zamena starih pasoša, najavio je miistar unutrašnjih poslova Srbije, Ivica Dačić.","Rok za izdavanje novih ličnih dokumenata trebalo bi da bude produžen, kao i rok za zamenu starih pasoša, najavio je ministar unutrašnjih poslova Srbije, Ivica Dačić.",Rok za izdavanje novih ličnih dokumenta trebalo bi da bude produžen kao i rok za zamena starija pasoša najavio je ministara unutrašnjih poslova Srbije Ivica Dačić,0.3584785461425781,94.55
"Biznismen Predrag Ranković Peconi pušten je iz pritvora, dok su dva član njegovog obezbeđenja privedena kod istražnog sudije, saznaje RTS iz advokatske kancelarija Zdenka Tomanovića.","Biznismen Predrag Ranković Peconi pušten je iz pritvora, dok su dva člana njegovog obezbeđenja privedena kod istražnog sudije, saznaje RTS iz advokatske kancelarije Zdenka Tomanovića.",Biznismen Predrag Ranković Peconi pušten je iza pritvora dok sa dva član njegovog obezbeđenja privedene kod istražnog sudije saznaje RTS iza advokatske kancelarija Zdenko Tomanovića,0.3305938591559728,94.54
"Ministar spoljašnje poslova Vuk Jeremić izjavio je na sastanku stalno zasedanja OEBS u Beču da će se Srbija „zauvek"" odupirati nezavisnosti Kosova.","Ministar spoljnih poslova Vuk Jeremić izjavio je na sastanku stalnog zasedanja OEBS u Beču da će se Srbija „zauvek"" odupirati nezavisnosti Kosova.",Ministar spoljašnje poslova Vuk Jeremić izjavio je na sastanku stalno zasedanja OEBS u Beču da će se Srbija zauvek odupirati nezavisnosti Kosova,0.0,94.52
Ministri spoljni poslova Srbije i Rumunije Vuk Jeremić i Teodor Bakonski konstatovali su današnje u Beogradu da je budućnost Zapadnog Balkana u puna priključenju Evropskoj uniji i složili se po pitanju nepriznavanja nezavisnosti Kosova.,Ministri spoljnih poslova Srbije i Rumunije Vuk Jeremić i Teodor Bakonski konstatovali su danas u Beogradu da je budućnost Zapadnog Balkana u punom priključenju Evropskoj uniji i složili se po pitanju nepriznavanja nezavisnosti Kosova.,Ministri spoljne poslova Srbije i Rumunije Vuk Jeremić i Teodor zakonski konstatovali su današnje u Beogradu da je budućnosti Zapadnog Balkana U puna priključenju Evropskoj uniji i složili se po pitanja nepriznavanja nezavisnosti Kosova,0.33663710206747055,94.49
"Trener milanskog Intera Žoze Murinjo ponudio je Laciju 19-godišnjeg Davida Santona u zamenu za srbskog defanzivca Aleksandra Kolarova, prenosi ""Gazeta delo sport"".","Trener milanskog Intera Žoze Murinjo ponudio je Laciju 19-godišnjeg Davida Santona u zamenu za srpskog defanzivca Aleksandra Kolarova, prenosi ""Gazeta delo sport"".",Trener milanskog Intera Žoze Murinjo ponudi je nacija 19-godišnjeg Davidea Santova u zamenu za srpskog defanzivca Aleksandra Kolarova prenosi Gazeta delo sport,0.3386678621172905,94.48
Ministar pravde Crne Gore Miraš Radović predložio je ministarci pravde Srbije Snežani Malović da se sastanu i razgovaraju o saradnja na rešavanju pitanja koja su od obostranog interesa za dve zemlje.,Ministar pravde Crne Gore Miraš Radović predložio je ministarki pravde Srbije Snežani Malović da se sastanu i razgovaraju o saradnji na rešavanju pitanja koja su od obostranog interesa za dve zemlje.,Ministar pravde Crne Gore Miraš Radović predložio je ministarki pravde Srbije Snežani Malog da se sastanu i razgovaraju o saradnja na rešavanja pitanja koja sa od inostrane interesa za dve zemlje,0.3336813524365425,94.47
"Predsednik Ivo Josipović izjavio je u utorak da nema razloga da odgovor Hrvatske na protivtužbu Srbije za genoyid ugrozi dobre medjudržavne odnos koji su, kako je istakao, u osetnom usponu, na dobrobit obeju strana.","Predsednik Ivo Josipović izjavio je u utorak da nema razloga da odgovor Hrvatske na protivtužbu Srbije za genocid ugrozi dobre medjudržavne odnose koji su, kako je istakao, u osetnom usponu, na dobrobit obeju strana.",Predsednik Ivo Josipović izjavio je u utorak da nema razloga da odgovora Hrvatske na protivtužbe Srbije za genocid ugrozi dobre međudržavne odnos koji su kako je istakao u osetnom uspela na dobrobit obeju strana,0.3276565869649251,94.44
Kragujevčanin Dragan Vušurović polio je stepenište zgrada u Kosovskoj 25 benzinm i preti da će je zapaliti.,Kragujevčanin Dragan Vušurović polio je stepenište zgrade u Kosovskoj 25 benzinom i preti da će je zapaliti.,Kragujevčanin Dragan Vušurović polio je stepenište zgrada u Kosovskoj 25 penzija i preti da će je zapaliti,0.49011996388435364,94.44
"Članovi i simpatizeri Lige socijaldemokrata Vojvodine (LSV) danas su kroz centar Novog Sada proneli 300 zastava Vojvodine, obeleživši tako šestu godišnjicu usvajanja skupštinske odluke o tom obeležja pokrajine.","Članovi i simpatizeri Lige socijaldemokrata Vojvodine (LSV) danas su kroz centar Novog Sada proneli 300 zastava Vojvodine, obeleživši tako šestu godišnjicu usvajanja skupštinske odluke o tom obeležju pokrajine.",Članovi i simpatizeri Lige socijaldemokrata Vojvodine LSV danas su kroz cena Novog Sada proneli CT zastava Vojvodine obeleživši tako mesta godišnjicu usvajanja skupštinske odluke o tom obeležja pokrajine,0.3672541081905365,94.29
"Danube Foods Grup ima monopol na tržištu otkup mleka i taj je monopol zloupotrebila, proizlazi iz presuda Upravnog suda.","Danube Foods Grup ima monopol na tržištu otkupa mleka i taj je monopol zloupotrebila, proizlazi iz presude Upravnog suda.",Danute Folds Grup ima monopol na tržištu otkup mleka i taj je monopol zloupotrebila proizlazi iza presuda Upravnog suda,0.3019948899745941,94.21
"Službenici Ministarstva unutrašnjost poslova (MUP) u saradnji sa Višim javnost tužilaštvom u Beogradu, lišili su juče slobode Katarinu Rebraču (1972) osnivača i direktora agencije ""K models"" i ""Dobrotvornog fonda"" koji je nosio njeno ime, kao i još četiri osobe za koje se sumnja da su izvršile krivično delo zloupotrebe službenog položaja, saopštio je MUP Srbije.","Službenici Ministarstva unutrašnjih poslova (MUP) u saradnji sa Višim javnim tužilaštvom u Beogradu, lišili su juče slobode Katarinu Rebraču (1972) osnivača i direktora agencije ""K models"" i ""Dobrotvornog fonda"" koji je nosio njeno ime, kao i još četiri osobe za koje se sumnja da su izvršile krivično delo zloupotrebe službenog položaja, saopštio je MUP Srbije.",Službenici Ministarstva unutrašnja poslova MUP u saradnji sa Višim javnost tužilaštvom U Beogradu lišili su juče slobode Katarinu Rebraču 1972 osnivača i direktora agencije K models i Dobrotvornog fonda koji je nosio njena ime kao i još četiri osobe za koje se sumnja da sa izvršile krivično dela zloupotrebe službenog položaja saopštio je MUP Srbije,0.3427568435668945,94.2
"Šef nuklearan agencije Irana i potpredsjednik države Ali Akbar Salehi izjavio je da Iran trenutno posjeduje 60 kilograma urana koji je obogaćen na 20 procenata, prenosi AP.","Šef nuklearne agencije Irana i potpredsjednik države Ali Akbar Salehi izjavio je da Iran trenutno posjeduje 60 kilograma urana koji je obogaćen na 20 procenata, prenosi AP.",Šef nuklearke agencije Irana i potpredsjednik države Ali Akbar Salehi izjavio je da Iran trenutne posjeduje NM kilograma urana koji je obogaćenog na CT procenata prenosi AP,0.3379341781139374,94.19
Ustavni sud Srbija zauzeo je danas stav da sudije i zamenici javnih tužiioci koji nisu ponovo izabrani na opštem izbor imaju pravo na žalbu Ustavnom sudu.,Ustavni sud Srbije zauzeo je danas stav da sudije i zamenici javnih tužilaca koji nisu ponovo izabrani na opštem izboru imaju pravo na žalbu Ustavnom sudu.,Ustavni sud Srbija zauzele je dana stav da sudije i zamenici javnih tužioci koji nisu ponovo izabrani na opštem izbora imaju pravo na žalbu Ustavnom sudu,0.3532599111398061,94.19
"Grad Beograd uplatiće danas pet miliona dinara Kraljevu za otklanjanje posledice jakog zemljotres, izjavio je zamenik gradonačelnik Beograda Aleksandar Šapić u zgradi kraljevačke opštine.","Grad Beograd uplatiće danas pet miliona dinara Kraljevu za otklanjanje posledice jakog zemljotresa, izjavio je zamenik gradonačelnika Beograda Aleksandar Šapić u zgradi kraljevačke opštine.",Grad Beograd uplatiće danas pet miliona dinara Kraljeva za odlaganje posledice jakog zemljotres izjavio je zamenik gradonačelnik Beograda Aleksandra Šapić u zgradi kraljevačke opštine,0.3493429323037465,94.18
"Hrvadska i Srbija potpisaće 28. juna sporazum o izručenju svojih državljani, saznaje agencija Beta u hrvatskim izvorima.","Hrvatska i Srbija potpisaće 28. juna sporazum o izručenju svojih državljana, saznaje agencija Beta u hrvatskim izvorima.",Hrvatska i Srbija potpisaće NM juna sporazum o izručenja svojih državljani saznaje agencija Beta u hrvatskim izvorima,0.31885717809200287,94.17
Lider Srpskog pokreta obnove Vuk Drašković izjavio je da je obeležavanje 19 godina devetomartovskih demonstracije prava prilika da se kaže da gubitak Kosova koji je skrivijo Slobodan Milošević ni po koju cenu ne sme da se pretvori i u gubitak Evropske unije.,Lider Srpskog pokreta obnove Vuk Drašković izjavio je da je obeležavanje 19 godina devetomartovskih demonstracija prava prilika da se kaže da gubitak Kosova koji je skrivio Slobodan Milošević ni po koju cenu ne sme da se pretvori i u gubitak Evropske unije.,Lider Srpskog pokreta obnove Vuk Drašković izjavio je da je obeležavanje NM godina martovskih demonstracije prava prilike da se kaže da ubica Kosova koji je skrivio Slobodan Milošević ni po koja cenu ne sme da se pretvori i u gubitak Evropske unije,0.362679648399353,94.16
"Najmanje 27 ljudi ubijeno je trećeg dana sukoba izmedju pripadnika provladine milicje i pobunjeničkih grupe al Šabab u centralnoj Somaliji, saopštili su danas svedoci i predstavnici organizacija za zaštita ljudskih prava.","Najmanje 27 ljudi ubijeno je trećeg dana sukoba izmedju pripadnika provladine milicije i pobunjeničke grupe al Šabab u centralnoj Somaliji, saopštili su danas svedoci i predstavnici organizacija za zaštitu ljudskih prava.",Najmanje 27 ljudi ubijeno je Trećeg dana sukoba iznela pripadnika provladine milinje i pobunjeničkih grupe al Šabar u centralnoj Somaliji saopštili su danas svedoci i predstavnici organizacija za zaštita ljudskih prava,0.3525219261646271,94.12
Generalna skupština Ujedinjenih nacije usvojila je večeras predlog rezolucija o Kosovu koju je podnela Srbija uz podrška Evropske unije.,Generalna skupština Ujedinjenih nacija usvojila je večeras predlog rezolucije o Kosovu koju je podnela Srbija uz podršku Evropske unije.,Generalna skupština Ujedinjenih nacija usvojila je večere predlog rezolucija o Kosova koju je podnela Srbija CT podrška Evropske unije,0.3656449615955353,94.12
"Ispred zgrade grčkog parlament u Atini je eksplodirala bomba, ali u incidentu nije bilo povredjenih.","Ispred zgrade grčkog parlamenta u Atini je eksplodirala bomba, ali u incidentu nije bilo povredjenih.",Ispred zgrade grčkog parlament u Atini je eksplodirala bomba ali u incidentu nije bila povremenih,0.346912682056427,94.06
Ministar spoljni poslova Srbije Vuk Jeremić izjavijo je danas u Briselu da nije čuo od evropske komesara za proširenae Štefana Filea da se pred Zrbiju postavljaju novi uslovi za pridružavanje Evropskoj uniji u vidu priznavanja Kosova.,Ministar spoljnih poslova Srbije Vuk Jeremić izjavio je danas u Briselu da nije čuo od evropskog komesara za proširenje Štefana Filea da se pred Srbiju postavljaju novi uslovi za pridruživanje Evropskoj uniji u vidu priznanja Kosova.,Ministar spoljni poslova Srbije Vuk Jeremić izjavio je danas u Briselu da nije Sud od evropske komičara za proširenje otežana Filea da se pred Srbiju postavljaju novi uslovi za pridržavanje Evropskoj uniji u vidu priznavanja Kosova,0.42309780418872833,93.99
"Dragan Tomić, bivši direktor ""Kolubare"", a sadašnji zamenik direktora Elektroprivrede Srbije, danas se odazvao pozivu beogrardske policije na saslušanje u okviru istrazi o malverzacijama otkrivenim u ovom preduzeću, saznaje “Blic”.","Dragan Tomić, bivši direktor ""Kolubare"", a sadašnji zamenik direktora Elektroprivrede Srbije, danas se odazvao pozivu beogradske policije na saslušanje u okviru istrage o malverzacijama otkrivenim u ovom preduzeću, saznaje “Blic”.",Dragan Tomić bivši direktor Kolubare a sadašnji zamenik direktora Elektroprivrede Srbije dana se odazvao poziva beogradske policije na saslušanje u okviru istrazi o malverzacijama otkrivenim u ovom preduzeća saznaje Blic,0.3174475034077962,93.91
"Glavni francuskog aerodrom Šarl de Gol u Parizu ima goriva za još samo nekoliko dana, upozorilo je ministarstrvo saobraćaj, usred štrajkova protiv vladinih planova da produži starost granicu za odlazak u penziju.","Glavni francuski aerodrom Šarl de Gol u Parizu ima goriva za još samo nekoliko dana, upozorilo je ministarstrvo saobraćaja, usred štrajkova protiv vladinih planova da produži starosnu granicu za odlazak u penziju.",Glavni francuskog aerodrom Šarl de Gol u Parizu ima goriva za još samo nekoliko dana upozorila je ministarstvo saobraćaj ured štrajkova protive vladinih članova da produži starost granicu za odlazak u penziju,0.32309191673994064,93.9
"Austriska policija raspisala je međunardn poternicu za 25-godišnjim Srbinom Milosavom Maletićem, osumljičenim za ubistvo deteta.","Austrijska policija raspisala je međunarodnu poternicu za 25-godišnjim Srbinom Milosavom Maletićem, osumnjičenim za ubistvo deteta.",Lustrika policija raspisala je međunarodna poternica za 25-godišnjim Srbinom Milosavom Maletićem osumnjičenih za ubistvo deteta,0.34882041811943054,93.89
"Srbija je na pozitivnom putu, ali je potrebno nastaviti reforme i napore ka stabilnosti i saradnji u region i dijalog Beograda i Prištine, rekao generalna sekretar OEBS-a Mark Perin de Brišambo.","Srbija je na pozitivnom putu, ali je potrebno nastaviti reforme i napore ka stabilnosti i saradnji u regionu i dijalog Beograda i Prištine, rekao generalni sekretar OEBS-a Mark Perin de Brišambo.",Srbija je na pozitivnom putu ali je potrebno nastaviti reforme i napore ka stabilnosti i saradnji u region i dijalog Beograda i Prištine reda generalna sekretara OEBSa Mark Perin de utišamo,0.3525219261646271,93.85
"Ivica Dačić pozvao Tomislava Nikolića da prekinut štrajk, a Velimir Ilić pozvan Tadića da popusti.","Ivica Dačić pozvao Tomislava Nikolića da prekine štrajk, a Velimir Ilić pozvao Tadića da popusti.",Ivica Dačić pozvao Tomislava Nikolića da prekinut štrajk a Velimira Ilić pozvan Tadića da popusti,0.3502977192401886,93.81
"Nemačko Državno tužilaštvo otvorila je zvaničnu istragu povotom tragedije koja se u subotu dogodila na tehno manifestaciji „Parada ljubavi“ u Duizburgu, kada je u stampeda ispred tunela koji je služio kao ulaz na događaj poginulo 19 osoba, a najmanje 350 ljudi je povređno.","Nemačko Državno tužilaštvo otvorilo je zvaničnu istragu povodom tragedije koja se u subotu dogodila na tehno manifestaciji „Parada ljubavi“ u Duizburgu, kada je u stampedu ispred tunela koji je služio kao ulaz na događaj poginulo 19 osoba, a najmanje 350 ljudi je povređeno.",Nemačko Državno tužilaštvo otvorila je zvaničnu istragu povorom strategije koja se u subotu dogodila na tehno manifestacija Parada ljubavi u Duizburgu kada je N stampeda ispred tunela koji je služio kao jula na događaj poginulo CT osoba a najmanje 350 ljudi je povređeno,0.32907702922821047,93.8
"Avijosaobraćaj u većem delu Evrope u blokadi je već četvrti dana zbog oblaka pepela prouzrokovanog erubcijom vulkana na Islandu, a većina evropskih zemalja odlučile je da vazdušni prostor bude zatvoren i tokom sutrašnjeg dana.","Aviosaobraćaj u većem delu Evrope u blokadi je već četvrti dan zbog oblaka pepela prouzrokovanog erupcijom vulkana na Islandu, a većina evropskih zemalja odlučila je da vazdušni prostor bude zatvoren i tokom sutrašnjeg dana.",aviosaobraćaj u veće delu Evrope u blokadi je već četvrti dana zbog oblika pepela prouzrokovanog grupacija vulkana na slaba a većina evropskih zemalja odlučila je da vazdušni prostor bude zatvoren i tokom sutrašnjeg dana,0.3379458665847778,93.75
Predsednica Skupština Srbije Slavica Đukić-Dejanović razgovarala je danas u Beču sa predsednicom Nacionalnog veće Austrije Barbarom Pramer koja je istakla da su Srbi u Austriji odlično integrisani i da održavaju izuzetni odnose sa maticom.,Predsednica Skupštine Srbije Slavica Đukić-Dejanović razgovarala je danas u Beču sa predsednicom Nacionalnog veća Austrije Barbarom Pramer koja je istakla da su Srbi u Austriji odlično integrisani i da održavaju izuzetne odnose sa maticom.,Predsednica Skupština Srbije Slavica Đukanovića razgovarala je danas u Beču sa predsednikom Nacionalnog veće Austrije Barbarom Priče koja je istakla da su Srbi u Austriji odlično integrisani i da održavaju izuzetni odnose sa maticom,0.3417758345603943,93.72
"Euleks ne vodi itragu protiv kosovskog premijera Hašima Tačija, reko je zamenik šefa misije EU Andi Sparks u vezi sa izveštajem Dika Martija.","Euleks ne vodi istragu protiv kosovskog premijera Hašima Tačija, rekao je zamenik šefa misije EU Andi Sparks u vezi sa izveštajem Dika Martija.",Euleks ne vodi tragu protiv kosovskog premijera Hašima Tačija reke je zamenik šefa misije EU Ada Spark u vezi sa izveštajem Dika Martija,0.3219425231218338,93.71
